"player","name","week","position","team","opponent","fantasy_points","fantasy_points_rank","pass_attempts","completions","passing_yards","air_yards_pass","passing_touchdowns","interceptions","carries","rushing_yards","rushing_touchdowns","targets","target_share","receptions","receiving_yards","air_yards","receiving_touchdowns","total_touches","total_yards","snaps","snap_share","pass_snaps","run_snaps","red_zone_snaps","play_action_snaps","snaps_in_motion","shotgun_snaps","backfield_snaps","slot_snaps","inline_snaps","snaps_out_wide","routes_run","primary_corner","hog_rate","contested_targets","contested_catches","catchable_targets","drops","deep_ball_attempts","deep_ball_completions","throws_under_duress","qb_seconds_to_throw","oline_hurries","batted_throws","money_throws","danger_plays","qb_throw_aways","sacks_taken","interceptable_passes","catchable_passes","yards_created","yards_created_rushing","yards_created_receiving","yards_blocked","evaded_tackles","defenders_in_box","defenders_in_box_pass_snaps","defenders_in_box_run_snaps","defenders_in_box_red_zone_snaps","passing_first_downs","rushing_first_downs","receiving_first_downs","red_zone_passes","red_zone_completions","red_zone_carries","red_zone_targets","goal_line_passes","goal_line_carries","goal_line_targets","end_zone_targets","first_down_targets","second_down_targets","third_down_targets","fourth_down_targets","first_down_receiving_yards","second_down_receiving_yards","third_down_receiving_yards","fourth_down_receiving_yards","first_down_throws","second_down_throws","third_down_throws","fourth_down_throws","first_down_passing_yards","second_down_passing_yards","third_down_passing_yards","fourth_down_passing_yards","first_down_carries","second_down_carries","third_down_carries","fourth_down_carries","first_down_rushing_yards","second_down_rushing_yards","third_down_rushing_yards","fourth_down_rushing_yards","carries_left","carries_middle","carries_right","carries_inside","carries_outside","targets_left","targets_middle","targets_right"
"00-0036259","Jauan Jennings",2,"WR","SF","NO",19.9,11,0,0,0,0,0,0,0,0,0,10,27.027,5,89,91,1,10,89,58,86.5672,37,19,5,9,8,35,2,17,,39,36,"AT-4502",17.2414,3,1,8,1,1,0,,,,,,,,,,,15,,15,32,2,6.16,6.19,6.11,6.4,,,3,,,,,,,,,3,2,5,,18,0,71,,,,,,,,,,,,,,,,,,,,,,,5,3,2
"00-0033307","Kendrick Bourne",2,"WR","SF","NO",6.2,72,0,0,0,0,0,0,0,0,0,3,8.1081,3,32,23,0,3,32,34,50.7463,24,8,2,2,7,25,,10,,24,23,"KM-2401",8.8235,0,0,3,,0,0,,,,,,,,,,,5,,5,27,0,5.97,5.92,6.12,6,,,2,,,,,,,,,3,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
"00-0034272","Marquez Valdes-Scantling",2,"WR","SF","NO",0,123,0,0,0,0,0,0,0,0,0,1,2.7027,0,0,16,0,1,0,9,13.4328,4,4,0,1,1,3,,1,,8,4,"IY-0100",11.1111,0,,0,,0,0,,,,,,,,,,,,,,,0,6.25,6.25,6.25,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0039916","Ricky Pearsall",2,"WR","SF","NO",9.2,52,0,0,0,0,0,0,1,-4,0,6,16.2162,4,56,99,0,7,52,62,92.5373,38,21,3,8,8,37,3,11,,48,37,"KM-2401",9.6774,2,2,4,,2,0,,,,,,,,,,,7,5,2,45,2,6.15,6.16,6.14,6.33,,,4,,,,,,,,,3,2,1,,28,13,15,,,,,,,,,,1,,,,-4,,,,1,,,,1,2,2,2
"00-0038090","Skyy Moore",2,"WR","SF","NO",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.9851,0,2,1,,1,0,,0,,2,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040129","Emeka Egbuka",2,"WR","TB","HOU",12.9,32,0,0,0,0,0,0,0,0,0,7,19.4444,4,29,81,1,7,29,75,93.75,42,26,12,4,17,61,9,27,,39,42,"KL-2401",9.3333,1,0,4,,2,0,,,,,,,,,,,6,,6,8,0,6.22,6.21,6.23,6.1,,,2,,,,2,,,,1,1,2,4,,0,4,25,,,,,,,,,,,,,,,,,,,,,,,2,3,2
"00-0039589","Kameron Johnson",2,"WR","TB","HOU",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.25,1,3,0,,4,2,3,1,,1,1,"HT-0224",0,,,,,0,0,,,,,,,,,,,,,,,,6.5,6,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0031408","Mike Evans",2,"WR","TB","HOU",10.6,43,0,0,0,0,0,0,0,0,0,11,30.5556,5,56,162,0,11,56,63,78.75,39,19,10,2,4,50,,10,,53,39,"DS-1528",17.4603,3,0,5,,4,1,,,,,,,,,,,4,,4,46,0,6.22,6.18,6.32,6,,,3,,,,3,,,,1,5,2,4,,37,11,8,,,,,,,,,,,,,,,,,,,,,,,4,2,5
"00-0038824","Ryan Miller",2,"WR","TB","HOU",9,54,0,0,0,0,0,0,0,0,0,1,2.7778,1,20,20,1,1,20,17,21.25,3,11,2,2,,11,,2,,15,3,"DS-1528",5.8824,0,0,1,,1,1,,,,,,,,,,,,,,,0,6.43,6.67,6.36,6.5,,,1,,,,1,,,,1,,1,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0032385","Sterling Shepard",2,"WR","TB","HOU",7.4,68,0,0,0,0,0,0,0,0,0,4,11.1111,4,34,29,0,4,34,61,76.25,37,18,11,2,5,55,1,34,,26,38,"JP-4280",6.5574,0,0,4,,0,0,,,,,,,,,,,1,,1,18,0,6.18,6.16,6.22,6.11,,,2,,,,,,,,,1,2,1,,7,22,5,,,,,,,,,,,,,,,,,,,,,,,2,,2
"00-0039650","Bryce Oliver",2,"WR","TEN","LAR",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12.1212,5,3,0,3,,4,,3,1,4,5,"QL-0110",0,,,,,0,0,,,,,,,,,,,,,,,,6.38,6.2,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0034837","Calvin Ridley",2,"WR","TEN","LAR",8.7,57,0,0,0,0,0,0,0,0,0,6,19.3548,3,57,71,0,6,57,57,86.3636,35,21,6,4,1,52,,14,,43,32,"EF-0222",10.5263,1,0,5,1,0,0,,,,,,,,,,,2,,2,34,0,5.88,5.77,6.05,5.5,,,2,,,,1,,,,1,5,,1,,57,,0,,,,,,,,,,,,,,,,,,,,,,,3,,3
"00-0040705","Chimere Dike",2,"WR","TEN","LAR",2.8,101,0,0,0,0,0,0,2,9,0,5,16.129,2,-1,38,0,7,8,28,42.4242,15,12,5,2,4,22,1,18,,9,14,"QL-0110",17.8571,1,0,2,,0,0,,,,,,,,,,,4,4,0,4,0,6,5.8,6.25,5.4,,,,,,,3,,,,1,2,2,1,,0,-1,0,,,,,,,,,,2,,,,9,,,,,,2,,2,1,1,3
"00-0040170","Elic Ayomanor",2,"WR","TEN","LAR",15.6,24,0,0,0,0,0,0,0,0,0,6,19.3548,4,56,69,1,6,56,48,72.7273,27,19,3,4,4,41,1,2,,45,25,"EF-0222",12.5,4,2,5,,1,1,,,,,,,,,,,5,,5,42,0,5.91,5.78,6.11,5.67,,,3,,,,1,,,,1,,2,4,,,8,48,,,,,,,,,,,,,,,,,,,,,,,3,1,2
"00-0032211","Tyler Lockett",2,"WR","TEN","LAR",2.9,100,0,0,0,0,0,0,0,0,0,3,9.6774,2,9,11,0,3,9,32,48.4848,19,12,1,,2,31,,30,,2,18,"QL-0110",9.375,0,0,2,,0,0,,,,,,,,,,,2,,2,7,0,5.71,5.58,5.92,6,,,,,,,,,,,,1,1,1,,5,4,0,,,,,,,,,,,,,,,,,,,,,,,2,1,
"00-0036415","Van Jefferson",2,"WR","TEN","LAR",3,98,0,0,0,0,0,0,0,0,0,2,6.4516,2,10,9,0,2,10,17,25.7576,10,6,3,1,,14,,1,,16,9,"CD-0110",11.7647,0,0,2,,0,0,,,,,,,,,,,0,,0,10,0,5.88,5.8,6,5.33,,,2,,,,,,,,,,1,1,,,5,5,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0035719","Deebo Samuel Sr.",2,"WR","WAS","GB",17.4,17,0,0,0,0,0,0,0,0,0,8,20,7,44,5,1,8,44,60,88.2353,39,17,6,5,7,59,4,50,,6,45,"JB-2409",13.3333,0,0,7,,0,0,,,,,,,,,,,6,,6,28,5,6.21,6.26,6.12,6.5,,,1,,,,1,,,,,2,4,1,1,6,26,12,0,,,,,,,,,,,,,,,,,,,,,,3,2,3
"00-0040164","Jaylin Lane",2,"WR","WAS","GB",1.2,119,0,0,0,0,0,0,0,0,0,4,10,1,2,16,0,4,2,35,51.4706,23,11,2,2,2,35,,6,,29,26,"KN-0350",11.4286,2,0,1,,0,0,,,,,,,,,,,0,,0,2,0,6.18,6.22,6.09,6.5,,,,,,,,,,,,1,1,1,1,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,1,3
"00-0039355","Luke McCaffrey",2,"WR","WAS","GB",4.9,79,0,0,0,0,0,0,0,0,0,1,2.5,1,19,17,0,1,19,16,23.5294,11,3,5,,,15,,6,,10,12,"KN-0350",6.25,0,0,1,,0,0,,,,,,,,,,,0,,0,19,0,6.21,6.27,6,6.67,,,1,,,,,,,,,1,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0033591","Noah Brown",2,"WR","WAS","GB",1.9,107,0,0,0,0,0,0,0,0,0,4,10,1,9,62,0,4,9,27,39.7059,17,8,0,4,1,27,,7,,20,19,"KN-0350",14.8148,3,0,2,,1,0,,,,,,,,,,,0,,0,9,0,6.28,6.41,6,,,,,,,,,,,,,1,2,1,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,4
"00-0035659","Terry McLaurin",2,"WR","WAS","GB",9.8,47,0,0,0,0,0,0,0,0,0,9,22.5,5,48,110,0,9,48,62,91.1765,41,18,7,7,,61,,4,,58,47,"NH-2389",14.5161,2,2,5,,2,0,,,,,,,,,,,4,,4,44,1,6.25,6.32,6.11,6.6,,,4,,,,1,,,,,1,3,5,,0,33,15,,,,,,,,,,,,,,,,,,,,,,,7,1,1
"00-0040432","Beaux Collins",2,"WR",,"DAL",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0035645","Gunner Olszewski",2,"WR",,"DAL",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038590","Justin Shorter",2,"WR",,"LAC",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040506","Myles Price",2,"WR",,"ATL",-2,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040154","Tai Felton",2,"WR",,"ATL",0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039041","Elijah Higgins",2,"TE","ARI","CAR",6.5,26,0,0,0,0,0,0,0,0,0,3,12,2,45,15,0,3,45,20,37.037,8,11,3,3,6,14,5,3,11,1,10,"MJ-9200",15,0,0,2,,0,0,,,,,,,,,,,4,,4,41,0,6,6,6,5.67,,,2,,,,1,,,1,1,3,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
"00-0038456","Travis Vokolek",2,"TE","ARI","CAR",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29.6296,3,11,3,2,1,10,1,0,14,1,3,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.29,7,6.09,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0037744","Trey McBride",2,"TE","ARI","CAR",13.8,5,0,0,0,0,0,0,0,0,0,7,28,6,78,62,0,7,78,51,94.4444,26,18,12,7,5,41,2,25,21,3,29,"TM-3020",13.7255,2,1,7,1,1,1,,,,,,,,,,,4,,4,74,1,5.84,5.65,6.11,6,,,4,,,,,,,,,3,3,1,,19,50,9,,,,,,,,,,,,,,,,,,,,,,,,3,4
"00-0036429","Charlie Woerner",2,"TE","ATL","MIN",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,84.6154,16,37,12,5,5,47,27,0,28,,8,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.17,6.56,6,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036970","Kyle Pitts Sr.",2,"TE","ATL","MIN",7.7,17,0,0,0,0,0,0,0,0,0,5,23.8095,4,37,29,0,5,37,53,81.5385,24,26,11,5,5,53,,6,36,11,23,"IR-0500",9.434,1,0,4,,0,0,,,,,,,,,,,0,,0,37,0,6.06,6.12,6,6.09,,,2,,,,,,,,,1,,4,,12,,25,,,,,,,,,,,,,,,,,,,,,,,1,,4
"00-0037277","Teagan Quitoriano",2,"TE","ATL","MIN",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21.5385,0,13,3,,7,6,3,0,11,,0,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0038046","Charlie Kolar",2,"TE","BAL","CLE",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,56.6038,17,12,8,5,5,16,,1,29,,15,"RH-7777",0,,,,,0,0,,,,,,,,,,,,,,,,6.79,6.47,7.25,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0034753","Mark Andrews",2,"TE","BAL","CLE",1.4,55,0,0,0,0,0,0,1,2,0,3,10.7143,1,2,6,0,4,4,45,84.9057,26,16,10,5,14,33,,15,19,10,25,"RH-7777",6.6667,2,0,2,1,0,0,,,,,,,,,,,2,0,2,2,0,6.39,6.12,6.87,7.11,,1,,,,,2,,,2,2,,1,2,,,0,2,,,,,,,,,,,,1,,,,2,,,1,,1,,,1,2
"00-0037340","Zaire Mitchell-Paden",2,"TE","BAL","CLE",0,58,0,0,0,0,0,0,0,0,0,1,3.5714,0,0,1,0,1,0,11,20.7547,5,6,3,3,3,1,7,0,4,,2,"",9.0909,0,,1,1,0,0,,,,,,,,,,,,,,,0,7.64,7.6,7.67,8.33,,,,,,,1,,,1,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0038933","Dalton Kincaid",2,"TE","BUF","NYJ",7.7,17,0,0,0,0,0,0,0,0,0,6,24,4,37,29,0,6,37,35,49.2958,20,13,8,3,9,20,1,17,13,4,19,"QW-0050",17.1429,0,0,4,,0,0,,,,,,,,,,,6,,6,31,0,6.45,6.2,6.85,6.5,,,1,,,,1,,,,1,2,,4,,7,,30,,,,,,,,,,,,,,,,,,,,,,,2,1,3
"00-0035689","Dawson Knox",2,"TE","BUF","NYJ",3.9,38,0,0,0,0,0,0,0,0,0,5,20,2,19,12,0,5,19,41,57.7465,13,26,9,7,2,16,,5,33,3,16,"JS-1075",12.1951,1,0,4,2,0,0,,,,,,,,,,,2,,2,17,0,6.72,6.77,6.69,6.56,,,2,,,,1,,,,,2,2,1,,12,7,0,,,,,,,,,,,,,,,,,,,,,,,3,,2
"00-0040194","Jackson Hawes",2,"TE","BUF","NYJ",1.5,52,0,0,0,0,0,0,0,0,0,1,4,1,5,-2,0,1,5,31,43.662,5,26,4,2,2,2,1,1,28,1,3,"AC-1663",3.2258,0,0,1,,0,0,,,,,,,,,,,1,,1,4,1,6.68,6.6,6.69,6.75,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0039356","Ja'Tavion Sanders",2,"TE","CAR","ARI",12.4,6,0,0,0,0,0,0,0,0,0,9,16.9811,7,54,56,0,9,54,58,68.2353,39,13,17,2,4,48,1,29,18,10,39,"MW-3150",15.5172,2,1,8,1,0,0,,,,,,,,,,,4,,4,50,0,5.44,5.31,5.85,5.43,,,3,,,,4,,,,1,4,3,2,,26,21,7,,,,,,,,,,,,,,,,,,,,,,,2,6,1
"00-0040187","Mitchell Evans",2,"TE","CAR","ARI",1.9,44,0,0,0,0,0,0,0,0,0,1,1.8868,1,9,5,0,1,9,4,4.7059,2,1,1,,,3,,2,2,,2,"MW-3150",25,0,0,1,,0,0,,,,,,,,,,,2,,2,7,0,5.67,5.5,6,,,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0037005","Tommy Tremble",2,"TE","CAR","ARI",5,34,0,0,0,0,0,0,0,0,0,3,5.6604,3,20,18,0,3,20,35,41.1765,21,10,6,3,3,26,1,13,18,3,20,"JT-2250",8.5714,0,0,3,,0,0,,,,,,,,,,,2,,2,18,0,5.52,5.29,6,5.25,,,1,,,,,,,,,2,1,,,14,6,,,,,,,,,,,,,,,,,,,,,,,,,1,2
"00-0036290","Cole Kmet",2,"TE","CHI","DET",4.9,35,0,0,0,0,0,0,0,0,0,2,6.0606,2,29,17,0,2,29,61,89.7059,32,25,7,10,3,44,,12,36,13,32,"AA-0552",3.2787,1,1,2,,0,0,,,,,,,,,,,1,,1,28,0,6.35,6.06,6.72,6.29,,,2,,,,,,,,,,1,1,,,7,22,,,,,,,,,,,,,,,,,,,,,,,,1,1
"00-0040126","Colston Loveland",2,"TE","CHI","DET",0,58,0,0,0,0,0,0,0,0,0,1,3.0303,0,0,22,0,1,0,37,54.4118,20,16,2,10,3,24,3,7,21,6,21,"DR-0750",2.7027,0,,0,,1,0,,,,,,,,,,,,,,,0,6.5,6.3,6.75,7,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"00-0034798","Durham Smythe",2,"TE","CHI","DET",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.3529,1,4,0,,,1,1,0,4,,1,"",0,,,,,0,0,,,,,,,,,,,,,,,,7,6,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0035631","Drew Sample",2,"TE","CIN","JAX",1.7,47,0,0,0,0,0,0,0,0,0,2,4.6512,1,7,-6,0,2,7,26,37.6812,12,11,7,7,12,20,8,1,17,,7,"JL-1825",7.6923,0,0,1,,0,0,,,,,,,,,,,1,,1,6,0,6.43,6.33,6.55,6.67,,,,,,,,,,,,,1,1,,,0,7,,,,,,,,,,,,,,,,,,,,,,,1,1,
"00-0034829","Mike Gesicki",2,"TE","CIN","JAX",4.8,36,0,0,0,0,0,0,0,0,0,4,9.3023,3,18,46,0,4,18,36,52.1739,31,4,6,1,8,34,,26,3,7,30,"JL-1825",11.1111,1,1,3,,1,0,,,,,,,,,,,0,,0,18,0,6.14,6.1,6.5,5.83,,,,,,,1,,,1,,1,2,1,,10,8,0,,,,,,,,,,,,,,,,,,,,,,,1,1,2
"00-0035644","Noah Fant",2,"TE","CIN","JAX",5.8,29,0,0,0,0,0,0,0,0,0,4,9.3023,3,28,25,0,4,28,19,27.5362,12,6,2,4,4,16,,6,12,1,10,"EM-2100",21.0526,0,0,3,,1,1,,,,,,,,,,,3,,3,25,0,6.56,6.42,6.83,6.5,,,1,,,,,,,,,3,1,,,24,4,,,,,,,,,,,,,,,,,,,,,,,,2,,2
"00-0038710","Blake Whiteheart",2,"TE","CLE","BAL",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.1096,3,0,0,1,1,2,,0,3,,1,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033885","David Njoku",2,"TE","CLE","BAL",8,15,0,0,0,0,0,0,0,0,0,5,12.1951,4,40,48,0,5,40,61,83.5616,41,19,2,4,4,49,,19,34,8,36,"CA-1350",8.1967,0,0,4,,1,0,,,,,,,,,,,7,,7,33,0,5.88,5.83,6,6,,,1,,,,,,,,,1,1,3,,6,3,31,,,,,,,,,,,,,,,,,,,,,,,2,2,1
"00-0040663","Harold Fannin Jr.",2,"TE","CLE","BAL",9.8,12,0,0,0,0,0,0,0,0,0,5,12.1951,5,48,27,0,5,48,46,63.0137,32,13,3,5,7,33,2,23,19,2,33,"MH-3742",10.8696,0,0,5,,0,0,,,,,,,,,,,11,,11,37,0,6,5.94,6.15,6,,,2,,,,,,,,,2,2,1,,28,16,4,,,,,,,,,,,,,,,,,,,,,,,3,1,1
"00-0039530","Brevyn Spann-Ford",2,"TE","DAL","NYG",1.3,56,0,0,0,0,0,0,0,0,0,1,1.9231,1,3,1,0,1,3,11,12.3596,2,9,2,,3,5,,2,9,,2,"TN-2401",9.0909,0,0,1,,0,0,,,,,,,,,,,1,,1,2,0,7,7,7,7,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0038041","Jake Ferguson",2,"TE","DAL","NYG",16.8,3,0,0,0,0,0,0,0,0,0,12,23.0769,9,78,77,0,12,78,65,73.0337,44,16,8,10,14,55,1,30,30,4,43,"DB-0110",18.4615,1,0,10,,1,0,,,,,,,,,,,13,,13,63,0,5.63,5.59,5.75,5.86,,,4,,,,,,,,,5,4,3,,32,27,19,,,,,,,,,,,,,,,,,,,,,,,3,4,5
"00-0038547","Luke Schoonmaker",2,"TE","DAL","NYG",0,58,0,0,0,0,0,0,0,0,0,2,3.8462,0,0,17,0,2,0,26,29.2135,16,9,2,6,2,17,1,5,19,1,11,"DB-0110",7.6923,2,,0,,0,0,,,,,,,,,,,,,,,0,6.32,6.12,6.67,7,,,,,,,,,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,
"00-0036422","Adam Trautman",2,"TE","DEN","IND",10,11,0,0,0,0,0,0,0,0,0,3,10,3,10,7,1,3,10,37,62.7119,15,17,10,11,1,16,1,1,34,1,6,"NC-0110",8.1081,1,1,3,,0,0,,,,,,,,,,,0,,0,8,0,6.56,7,6.18,7,,,,,,,1,,,1,1,1,2,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,1,2
"00-0033881","Evan Engram",2,"TE","DEN","IND",2.2,41,0,0,0,0,0,0,0,0,0,2,6.6667,1,12,9,0,2,12,25,42.3729,18,7,1,3,,23,,10,12,3,17,"NC-0110",8,1,0,1,,0,0,,,,,,,,,,,3,,3,9,0,6.08,6.11,6,7,,,1,,,,,,,,,,1,1,,,12,0,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0037539","Lucas Krull",2,"TE","DEN","IND",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15.2542,2,5,4,3,,1,,0,8,1,2,"NC-0110",0,,,,,0,0,,,,,,,,,,,,,,,,6.71,7.5,6.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036754","Brock Wright",2,"TE","DET","CHI",11.8,8,0,0,0,0,0,0,0,0,0,3,10.7143,3,28,3,1,3,28,31,52.5424,9,21,8,9,13,2,2,0,28,1,7,"",9.6774,0,0,3,,0,0,,,,,,,,,,,0,,0,20,0,6.83,6.33,7.05,7.25,,,1,,,,1,,,,,3,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,2,1,
"00-0039065","Sam LaPorta",2,"TE","DET","CHI",5.6,30,0,0,0,0,0,0,0,0,0,4,14.2857,3,26,18,0,4,26,50,84.7458,25,24,16,11,12,21,3,10,32,5,21,"JB-6162",8,0,0,2,,0,0,,,,,,,,,,,2,,2,24,0,6.41,5.92,6.92,6.75,,,1,,,,,,,,,2,1,1,,16,10,0,,,,,,,,,,,,,,,,,,,,,,,1,1,2
"00-0037306","John FitzPatrick",2,"TE","GB","WAS",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28.7879,7,10,5,5,4,6,4,0,15,,4,"",0,,,,,0,0,,,,,,,,,,,,,,,,7,7.43,6.7,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0039144","Luke Musgrave",2,"TE","GB","WAS",5.2,32,0,0,0,0,0,0,0,0,0,2,7.4074,2,32,25,0,2,32,19,28.7879,11,7,8,7,2,7,2,1,16,,6,"JM-0333",10.5263,0,0,2,,1,1,,,,,,,,,,,2,,2,30,0,7,7.18,6.71,6.71,,,2,,,,,,,,,1,,1,,23,,9,,,,,,,,,,,,,,,,,,,,,,,1,,1
"00-0038996","Tucker Kraft",2,"TE","GB","WAS",24.4,1,0,0,0,0,0,0,0,0,0,7,25.9259,6,124,56,1,7,124,62,93.9394,31,26,11,14,8,37,3,7,46,6,27,"WH-0250",11.2903,0,0,6,,0,0,,,,,,,,,,,12,,12,104,1,6.61,6.65,6.58,6.7,,,4,,,,2,,,,1,3,3,1,,42,74,8,,,,,,,,,,,,,,,,,,,,,,,2,,5
"00-0034383","Dalton Schultz",2,"TE","HOU","TB",5.9,28,0,0,0,0,0,0,0,0,0,4,17.3913,3,29,20,0,4,29,29,60.4167,20,8,6,1,4,24,,11,15,3,22,"LD-0150",13.7931,0,0,3,,0,0,,,,,,,,,,,2,,2,27,0,6.36,6.35,6.38,6.8,,,1,,,,,,,,,2,,2,,13,,16,,,,,,,,,,,,,,,,,,,,,,,2,,2
"00-0036232","Harrison Bryant",2,"TE","HOU","TB",0,58,0,0,0,0,0,0,0,0,0,1,4.3478,0,0,14,0,1,0,18,37.5,7,9,4,4,1,5,1,0,17,,8,"",5.5556,0,,0,,0,0,,,,,,,,,,,,,,,0,7.12,7.29,7,7.33,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0037292","Drew Ogletree",2,"TE","IND","DEN",0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15.493,3,6,1,4,3,7,2,1,8,,2,"",0,,,,,0,0,,,,,,,,,,,,,,,,6.56,8,5.83,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0033217","Mo Alie-Cox",2,"TE","IND","DEN",1.8,46,0,0,0,0,0,0,0,0,0,1,3.0303,1,8,0,0,1,8,26,36.6197,13,12,5,10,,17,,5,19,2,11,"TH-2211",3.8462,0,0,1,,0,0,,,,,,,,,,,3,,3,5,0,6.68,7.23,6.08,6.8,,,,,,,1,,,,,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,
"00-0040128","Tyler Warren",2,"TE","IND","DEN",11.9,7,0,0,0,0,0,0,1,0,0,7,21.2121,4,79,55,0,8,79,66,92.9577,32,31,19,12,3,52,4,11,41,10,33,"PS-9547",10.6061,2,1,5,1,1,0,,,,,,,,,,,5,2,3,65,1,6.41,6.66,6.16,6.59,,,4,,,,1,,,,,4,1,1,1,70,0,9,0,,,,,,,,,,,,1,,,,0,1,,,,1,6,,1
