Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable
Devin Singletary,DS-2177,Buffalo Bills,hamstring strain,hamstring,lower body,Low Severity,Week 2,2019,2,4,,
Darius Slay,DS-2250,Detroit Lions,hamstring strain,hamstring,lower body,Low Severity,Week 3,2019,2,5,,
Darius Slayton,DS-2275,New York Giants,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,2,3,,
Devin Smith,DS-3031,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 16,2019,1,1,,
Donovan Smith,DS-3037,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,1,3,,
Donovan Smith,DS-3037,Tampa Bay Buccaneers,knee sprain,knee,lower body,Low Severity,Week 15,2019,1,3,,
Darren Sproles,DS-3300,Philadelphia Eagles,hip flexor tear,hip,lower body,High Severity,Week 5,2019,11,12,,
Drew Stanton,DS-3800,Cleveland Browns,knee sprain,knee,lower body,High Severity,Week 2,2019,15,15,,
David Steinmetz,DS-4025,Houston Texans,ankle fracture,ankle,lower body,High Severity,Preseason,2019,18,18,Ankle Repair Surgery,6-9 months
Darnell Savage,DS-9170,Green Bay Packers,back strain,back,upper body,Low Severity,Week 12,2019,0,1,,
Darnell Savage,DS-9170,Green Bay Packers,ankle sprain,ankle,lower body,Low Severity,Week 5,2019,2,3,,
Demaryius Thomas,DT-0900,New York Jets,knee sprain,knee,lower body,Low Severity,Week 11,2019,0,1,,
Demaryius Thomas,DT-0900,New York Jets,hamstring strain,hamstring,lower body,Medium Severity,Week 7,2019,4,11,,
Dymonte Thomas,DT-1218,Denver Broncos,knee sprain,knee,lower body,Low Severity,Preseason,2019,0,0,,
Darian Thompson,DT-1225,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,1,1,,
Deionte Thompson,DT-1237,Arizona Cardinals,knee sprain,knee,lower body,Low Severity,Week 9,2019,1,1,,
Drue Tranquill,DT-1912,Los Angeles Chargers,back strain,back,upper body,Low Severity,Week 1,2019,0,1,,
Drue Tranquill,DT-1912,Los Angeles Chargers,calf strain,calf,lower body,Low Severity,Week 10,2019,1,1,,
Danny Trevathan,DT-1950,Chicago Bears,elbow sprain,elbow,upper body,Medium Severity,Week 10,2019,5,5,,
Desmond Trufant,DT-1970,Atlanta Falcons,forearm fracture,arm,upper body,High Severity,Week 14,2019,3,3,,
Desmond Trufant,DT-1970,Atlanta Falcons,toe sprain,toe,lower body,Medium Severity,Week 5,2019,4,4,,
Dan Vitale,DV-0550,Green Bay Packers,knee sprain,knee,lower body,Low Severity,Week 9,2019,2,4,,
D'Andre Walker,DW-0162,Tennessee Titans,groin strain,groin,lower body,High Severity,Preseason,2019,18,18,,
Demarcus Walker,DW-0450,Denver Broncos,shoulder sprain,shoulder,upper body,Low Severity,Week 9,2019,1,1,,
Demarcus Walker,DW-0450,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,2,3,,
Delanie Walker,DW-0500,Tennessee Titans,ankle sprain,ankle,lower body,High Severity,Week 7,2019,11,12,,
Denzel Ward,DW-0850,Cleveland Browns,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2019,4,4,,
Denzel Ward,DW-0850,Cleveland Browns,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,,,,
Deshaun Watson,DW-1725,Houston Texans,ankle sprain,ankle,lower body,Low Severity,Week 12,2019,0,1,,
Deshaun Watson,DW-1725,Houston Texans,back strain,back,upper body,Low Severity,Week 17,2019,0,1,,
Derek Watt,DW-1750,Los Angeles Chargers,knee sprain,knee,lower body,Low Severity,Week 8,2019,0,1,,
David Wells,DW-2075,Kansas City Chiefs,calf strain,calf,lower body,High Severity,Preseason,2019,16,16,,
Dede Westbrook,DW-2275,Jacksonville Jaguars,shoulder & neck strains,shoulder,upper body,Low Severity,Week 7,2019,1,4,,
Devin White,DW-2375,Tampa Bay Buccaneers,MCL sprain,knee,lower body,Low Severity,Week 2,2019,2,2,,
Duke Williams,DW-2850,Buffalo Bills,shoulder strain,shoulder,upper body,Low Severity,Week 7,2019,1,1,,
Damien Williams,DW-3125,Kansas City Chiefs,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,0,0,,
Damien Williams,DW-3125,Kansas City Chiefs,knee contusion,knee,lower body,Low Severity,Week 2,2019,2,3,,
Damien Williams,DW-3125,Kansas City Chiefs,ribs strain,rib,upper body,Medium Severity,Week 11,2019,3,3,,
Darious Williams,DW-3237,Los Angeles Rams,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,3,3,,
Darrel Williams,DW-3243,Kansas City Chiefs,hamstring strain,hamstring,lower body,Medium Severity,Week 13,2019,5,5,,
Donovan Wilson,DW-4075,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,1,1,,
Derek Wolfe,DW-4250,Denver Broncos,elbow sprain,elbow,upper body,Low Severity,Week 13,2019,0,1,,
Daryl Worley,DW-4750,Oakland Raiders,neck strain,neck,upper body,Low Severity,Week 14,2019,1,1,,
Ezekiel Ansah,EA-0550,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 6,2019,1,2,,
Ezekiel Ansah,EA-0550,Detroit Lions,shoulder sprain,shoulder,upper body,Medium Severity,Preseason,2019,2,2,,
Ezekiel Ansah,EA-0550,Detroit Lions,neck strain,neck,upper body,Medium Severity,Week 13,2019,3,3,,
Ezekiel Ansah,EA-0550,Detroit Lions,groin strain,groin,lower body,Low Severity,Preseason,2019,,,,
Eli Apple,EA-0575,New Orleans Saints,ankle sprain,ankle,lower body,Medium Severity,Week 16,2019,2,2,,
Evan Boehm,EB-1275,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,0,1,,
Ed Dickson,ED-0400,Seattle Seahawks,knee sprain,knee,lower body,High Severity,Preseason,2019,18,18,Arthroscopic Knee Surgery,6-9 months
Eric Ebron,EE-0050,Indianapolis Colts,ankle sprain,ankle,lower body,High Severity,Week 12,2019,5,6,Ankle Repair Surgery,4-6 months
Evan Engram,EE-0400,New York Giants,MCL sprain,knee,lower body,Low Severity,Week 5,2019,1,1,,
Evan Engram,EE-0400,New York Giants,mid-foot sprain,foot,lower body,High Severity,Week 9,2019,6,6,Lisfranc Surgery,7-10 months
Eric Fisher,EF-0050,Kansas City Chiefs,sports hernia,groin,lower body,High Severity,Week 2,2019,8,8,Sports Hernia Surgery,6-8 weeks
E.J. Gaines,EG-0050,,groin strain,groin,lower body,Medium Severity,Preseason,2019,,,,
Eddie Goldman,EG-0350,Chicago Bears,concussion,head,upper body,Low Severity,Week 16,2019,1,1,,
Erik Harris,EH-0175,Oakland Raiders,hamstring strain,hamstring,lower body,Low Severity,Week 14,2019,0,1,,
Eric Kendricks,EK-0250,Minnesota Vikings,quad strain,quad,lower body,Low Severity,Week 16,2019,1,1,,
Eric Murray,EM-2100,Kansas City Chiefs,knee sprain,knee,lower body,High Severity,Week 8,2019,7,8,Arthroscopic Knee Surgery,8-10 weeks
Emmanuel Ogbah,EO-0075,Kansas City Chiefs,pectoral tear,chest,upper body,High Severity,Week 10,2019,7,7,Pectoral Repair Surgery,4-6 months
Ed Oliver,EO-0275,Buffalo Bills,core strain,abdomen,upper body,Medium Severity,Postseason,2019,0,0,Core Muscle Surgery,2-3 months
Elijhaa Penny,EP-0350,New York Giants,back sprain,back,upper body,Low Severity,Week 17,2019,0,1,,
Ethan Pocic,EP-0575,Seattle Seahawks,groin strain,groin,lower body,Medium Severity,Week 17,2019,3,3,,
Ethan Pocic,EP-0575,Seattle Seahawks,neck strain,neck,upper body,High Severity,Week 3,2019,11,11,,
Eric Reid,ER-0150,Carolina Panthers,ankle sprain,ankle,lower body,Low Severity,Week 12,2019,0,1,,
Emmanuel Sanders,ES-0200,San Francisco 49ers,quadriceps contusion,quad,lower body,Low Severity,Week 4,2019,0,1,,
Emmanuel Sanders,ES-0200,San Francisco 49ers,rib cartilage strain,rib,upper body,Low Severity,Week 10,2019,0,2,,
Equanimeous St. Brown,ES-1175,Green Bay Packers,high ankle sprain,ankle,lower body,High Severity,Preseason,2019,17,17,,
Earl Thomas,ET-0200,Baltimore Ravens,knee sprain,knee,lower body,Low Severity,Week 16,2019,1,1,,
Zeke Turner,ET-0500,Arizona Cardinals,hamstring strain,hamstring,lower body,Low Severity,Week 4,2019,2,3,,
Zeke Turner,ET-0500,Arizona Cardinals,hand strain,hand,upper body,Low Severity,Preseason,2019,2,3,,
Eddie Vanderdoes,EV-0200,Oakland Raiders,concussion,head,upper body,Low Severity,Preseason,2019,0,0,,
Eric Weddle,EW-0400,Los Angeles Rams,concussion,head,upper body,Low Severity,Week 1,2019,0,1,,
Elijah Wilkinson,EW-0825,Denver Broncos,ankle sprain,ankle,lower body,Low Severity,Week 17,2019,1,1,,
Frank Clark,FC-0150,Seattle Seahawks,shoulder sprain,shoulder,upper body,Low Severity,Week 13,2019,0,1,,
Frank Clark,FC-0150,Seattle Seahawks,back strain,back,upper body,Low Severity,Postseason,2019,0,1,,
Frank Clark,FC-0150,Seattle Seahawks,neck strain,neck,upper body,Low Severity,Week 7,2019,2,3,,
Fletcher Cox,FC-0400,Philadelphia Eagles,foot sprain,foot,lower body,Low Severity,Preseason,2019,,,,
Felton Davis,FD-0050,Kansas City Chiefs,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,17,17,,
Forrest Lamp,FL-0100,Los Angeles Chargers,fibula fracture,fibula,lower body,High Severity,Week 7,2019,9,9,,
Fabian Moreau,FM-0650,Washington Redskins,hamstring strain,hamstring,lower body,Medium Severity,Week 14,2019,1,2,,
Fabian Moreau,FM-0650,Washington Redskins,ankle sprain,ankle,lower body,Medium Severity,Preseason,2019,2,2,,
Foster Moreau,FM-0675,Oakland Raiders,knee sprain,knee,lower body,Medium Severity,Week 14,2019,2,2,,
Foye Oluokun,FO-0150,Atlanta Falcons,shoulder sprain,shoulder,upper body,Low Severity,Week 15,2019,,,,
Frank Ragnow,FR-0025,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,1,,
Frank Ragnow,FR-0025,Detroit Lions,concussion,head,upper body,Low Severity,Week 12,2019,1,2,,
Geronimo Allison,GA-0250,Green Bay Packers,concussion,head,upper body,Low Severity,Week 6,2019,0,1,,
George Asafo-Adjei,GA-0350,New York Giants,concussion,head,upper body,High Severity,Preseason,2019,16,16,,
Geno Atkins,GA-0400,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,0,1,,
Garrett Bradbury,GB-0750,Minnesota Vikings,shoulder sprain,shoulder,upper body,Low Severity,Week 5,2019,0,1,,
Garrett Celek,GC-0350,San Francisco 49ers,back strain,back,upper body,Medium Severity,Week 15,2019,4,4,,
Garrett Celek,GC-0350,San Francisco 49ers,back strain,back,upper body,High Severity,Preseason,2019,9,9,Back Surgery,4-6 months
Gareon Conley,GC-0850,Oakland Raiders,neck strain,neck,upper body,Low Severity,Week 2,2019,0,1,,
Gareon Conley,GC-0850,Oakland Raiders,hip strain,hip,lower body,Low Severity,Week 12,2019,1,2,,
Geremy Davis,GD-0050,Los Angeles Chargers,hamstring strain,hamstring,lower body,High Severity,Week 9,2019,8,8,,
Garrett Dickerson,GD-0225,New York Giants,quadriceps strain,quad,lower body,Low Severity,Week 1,2019,2,,,
Gerald Everett,GE-0400,Los Angeles Rams,wrist sprain,wrist,upper body,Low Severity,Week 11,2019,0,1,,
Gerald Everett,GE-0400,Los Angeles Rams,knee hyperextension,knee,lower body,Medium Severity,Week 12,2019,3,3,,
George Fant,GF-0025,Seattle Seahawks,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,1,,
George Fant,GF-0025,Seattle Seahawks,groin strain,groin,lower body,Low Severity,Postseason,2019,0,1,,
Graham Glasgow,GG-0342,Detroit Lions,back strain,back,upper body,Low Severity,Week 9,2019,1,2,,
Garrett Griffin,GG-0462,New Orleans Saints,ankle sprain,ankle,lower body,High Severity,Preseason,2019,17,17,,
Germain Ifedi,GI-0100,Seattle Seahawks,knee sprain,knee,lower body,Low Severity,Week 8,2019,0,1,,
Gabe Jackson,GJ-0050,Oakland Raiders,MCL sprain,knee,lower body,High Severity,Preseason,2019,5,6,,
Grady Jarrett,GJ-0250,Atlanta Falcons,toe sprain,toe,lower body,Low Severity,Week 3,2019,0,1,,
Gary Jennings,GJ-0375,Miami Dolphins,shoulder sprain,shoulder,upper body,Medium Severity,Week 11,2019,6,6,,
George Kittle,GK-0075,San Francisco 49ers,groin strain,groin,lower body,Low Severity,Week 6,2019,0,3,,
George Kittle,GK-0075,San Francisco 49ers,ankle fracture,ankle,lower body,Low Severity,Week 9,2019,2,2,,
George Kittle,GK-0075,San Francisco 49ers,knee sprain,knee,lower body,Low Severity,Week 9,2019,2,3,,
Greg Little,GL-0400,Carolina Panthers,knee sprain,knee,lower body,Low Severity,Week 12,2019,0,1,,
Greg Little,GL-0400,Carolina Panthers,ankle sprain,ankle,lower body,Medium Severity,Week 12,2019,5,5,,
Greg Little,GL-0400,Carolina Panthers,concussion,head,upper body,Medium Severity,Preseason,2019,7,8,,
Greg Mancz,GM-0025,Houston Texans,ankle sprain,ankle,lower body,High Severity,Preseason,2019,2,2,Arthroscopic Ankle Surgery,2-4 months
Greg Mancz,GM-0025,Houston Texans,concussion,head,upper body,Medium Severity,Week 5,2019,5,5,,
Garrett McGhin,GM-0750,Carolina Panthers,ankle sprain,ankle,lower body,High Severity,Week 13,2019,3,4,,
Gardner Minshew,GM-1350,Jacksonville Jaguars,shoulder sprain,shoulder,upper body,Low Severity,Week 16,2019,0,1,,
Greg Olsen,GO-0100,Carolina Panthers,back strain,back,upper body,Low Severity,Week 2,2019,0,3,,
Greg Olsen,GO-0100,Carolina Panthers,concussion,head,upper body,Low Severity,Week 13,2019,2,2,,
Gunner Olszewski,GO-0150,New England Patriots,hamstring strain,hamstring,lower body,Low Severity,Week 7,2019,0,1,,
Gunner Olszewski,GO-0150,New England Patriots,ankle sprain,ankle,lower body,High Severity,Week 8,2019,9,10,,
Greg Roberts,GR-0335,Green Bay Packers,abdominal strain,abdomen,upper body,High Severity,Preseason,2019,17,17,,
Greg Robinson,GR-0450,Cleveland Browns,concussion,head,upper body,Low Severity,Week 13,2019,1,1,,
Grover Stewart,GS-1250,Indianapolis Colts,shoulder sprain,shoulder,upper body,Low Severity,Week 16,2019,,,,
Geoff Swaim,GS-1400,Jacksonville Jaguars,concussion,head,upper body,High Severity,Week 6,2019,10,10,,
Golden Tate,GT-0100,New York Giants,concussion,head,upper body,Low Severity,Week 12,2019,1,1,,
Greg Van Roten,GV-0050,Carolina Panthers,toe sprain,toe,lower body,Medium Severity,Week 12,2019,5,5,,
Greedy Williams,GW-1350,Cleveland Browns,shoulder sprain,shoulder,upper body,Low Severity,Week 13,2019,0,1,,
Greedy Williams,GW-1350,Cleveland Browns,hamstring strain,hamstring,lower body,Medium Severity,Week 2,2019,4,4,,
Gerald Willis,GW-1375,Miami Dolphins,hip strain,hip,lower body,Medium Severity,Week 14,2019,3,3,,
Henry Anderson,HA-0400,New York Jets,shoulder sprain,shoulder,upper body,Medium Severity,Week 5,2019,3,9,,
Hakeem Butler,HB-0600,Arizona Cardinals,avulsion fracture,finger,upper body,High Severity,Preseason,2019,16,16,,
Ha Ha Clinton-Dix,HC-0050,Washington Redskins,knee sprain,knee,lower body,Low Severity,Preseason,2019,,,,
Hunter Henry,HH-0225,Los Angeles Chargers,tibia plateau fracture,knee,lower body,Medium Severity,Week 1,2019,4,5,,
Harrison Phillips,HP-0050,Buffalo Bills,ACL tear,knee,lower body,High Severity,Week 3,2019,14,14,ACL Reconstruction Surgery,6-9 months
Haason Reddick,HR-0050,Arizona Cardinals,meniscus tear,knee,lower body,Low Severity,Preseason,2019,0,0,Arthroscopic Meniscus Repair Surgery,2-4 weeks
Haason Reddick,HR-0050,Arizona Cardinals,shoulder sprain,shoulder,upper body,Low Severity,Week 5,2019,0,1,,
Haason Reddick,HR-0050,Arizona Cardinals,groin strain,groin,lower body,Low Severity,Week 15,2019,,,,
Hunter Renfrow,HR-0062,Oakland Raiders,rib fracture & lung puncture,rib,upper body,Medium Severity,Week 12,2019,2,2,,
Hassan Ridgeway,HR-0100,Philadelphia Eagles,ankle sprain,ankle,lower body,High Severity,Week 7,2019,10,10,,
Harrison Smith,HS-0130,Minnesota Vikings,hamstring strain,hamstring,lower body,Low Severity,Week 11,2019,0,1,,
Isaiah Crowell,IC-0300,Oakland Raiders,Achilles tendon tear,achilles,lower body,High Severity,Preseason,2019,16,16,Achilles Tendon Repair Surgery,6-9 months
Isaiah Irving,II-0400,Chicago Bears,quadriceps strain,quad,lower body,Medium Severity,Week 8,2019,3,3,,
Isaiah Johnson,IJ-0087,Oakland Raiders,concussion,head,upper body,High Severity,Preseason,2019,9,9,,
Iman Lewis-Marshall,IL-9200,Baltimore Ravens,toe sprain,toe,lower body,High Severity,Preseason,2019,11,11,,
Isaiah McKenzie,IM-0125,Buffalo Bills,ankle sprain,ankle,lower body,Low Severity,Week 4,2019,0,1,,
Isaac Nauta,IN-0050,Detroit Lions,hamstring strain,hamstring,lower body,Low Severity,Week 17,2019,0,1,,
Ifeadi Odenigbo,IO-0050,Cleveland Browns,hamstring strain,hamstring,lower body,Low Severity,Week 17,2019,0,1,,
Isaac Rochell,IR-0400,Los Angeles Chargers,concussion,head,upper body,Low Severity,Week 2,2019,0,1,,
Isaiah Searight,IS-0106,New York Giants,hamstring strain,hamstring,lower body,High Severity,Preseason,2019,16,16,,
Ito Smith,IS-0250,Atlanta Falcons,concussion,head,upper body,Low Severity,Week 3,2019,0,1,,
Ito Smith,IS-0250,Atlanta Falcons,concussion & neck strain,head,upper body,High Severity,Week 7,2019,9,9,,
Isaac Whitney,IW-0037,Houston Texans,wrist sprain,wrist,upper body,High Severity,Preseason,2019,18,18,,
Isaiah Wynn,IW-0400,New England Patriots,toe sprain,toe,lower body,High Severity,Week 2,2019,14,14,,
Johnathan Abram,JA-0112,Oakland Raiders,labrum tear,shoulder,upper body,High Severity,Week 1,2019,15,15,Labrum Surgery,4-6 months
Jamal Adams,JA-0150,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 13,2019,2,4,,
Jahleel Addae,JA-0280,Houston Texans,achilles strain,achilles,lower body,Low Severity,Week 15,2019,0,3,,
Jahleel Addae,JA-0280,Houston Texans,knee sprain,knee,lower body,Medium Severity,Postseason,2019,1,1,,
Jamal Agnew,JA-0425,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Week 11,2019,3,3,,
Jordan Akins,JA-0462,Houston Texans,hamstring strain,hamstring,lower body,Low Severity,Postseason,2019,2,2,,
Jonathan Allen,JA-1062,Washington Redskins,MCL sprain,knee,lower body,Medium Severity,Week 1,2019,1,2,,
Josh Allen,JA-1087,Buffalo Bills,knee contusion,knee,lower body,Low Severity,Preseason,2019,0,0,,
Josh Allen,JA-1087,Jacksonville Jaguars,shoulder sprain,shoulder,upper body,Low Severity,Week 17,2019,0,0,,
Josh Allen,JA-1087,Buffalo Bills,concussion,head,upper body,Low Severity,Week 13,2019,0,1,,
Josh Allen,JA-1087,Buffalo Bills,concussion,head,upper body,Low Severity,Week 4,2019,0,1,,
Jeremiah Attaochu,JA-2825,Denver Broncos,calf strain,calf,lower body,Low Severity,Week 13,2019,0,1,,
Johnson Bademosi,JB-0450,Miami Dolphins,hip strain,hip,lower body,Low Severity,Week 1,2019,0,1,,
Johnson Bademosi,JB-0450,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 4,2019,1,1,,
Johnson Bademosi,JB-0450,Miami Dolphins,foot sprain,foot,lower body,Low Severity,Week 14,2019,1,1,,
Jerome Baker,JB-0550,Miami Dolphins,chest strain,chest,upper body,Low Severity,Week 13,2019,0,1,,
Josh Bellamy,JB-2950,New York Jets,shoulder sprain,shoulder,upper body,High Severity,Week 5,2019,9,11,,
Ja'Whaun Bentley,JB-3125,New England Patriots,knee sprain,knee,lower body,Low Severity,Week 11,2019,0,7,,
James Bradberry,JB-4975,Carolina Panthers,groin strain,groin,lower body,Low Severity,Week 9,2019,1,1,,
Jacoby Brissett,JB-5725,Indianapolis Colts,MCL strain,knee,lower body,Low Severity,Week 9,2019,1,1,,
Justin Britt,JB-5750,Seattle Seahawks,ACL tear,knee,lower body,High Severity,Week 8,2019,10,10,ACL Reconstruction Surgery,6-9 months
Jamon Brown,JB-6725,Atlanta Falcons,concussion,head,upper body,Low Severity,Week 4,2019,1,2,,
Jaron Brown,JB-6750,Seattle Seahawks,toe sprain,toe,lower body,Low Severity,Week 1,2019,0,2,,
Jaron Brown,JB-6750,Seattle Seahawks,MCL sprain,knee,lower body,Low Severity,Week 17,2019,1,1,,
Jatavis Brown,JB-6825,Los Angeles Chargers,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,2,2,,
Jayon Brown,JB-6837,Tennessee Titans,shoulder sprain,shoulder,upper body,Medium Severity,Postseason,2019,1,1,,
Jayon Brown,JB-6837,Tennessee Titans,groin strain,groin,lower body,Low Severity,Week 6,2019,2,2,,
Jonathan Bullard,JB-7450,Chicago Bears,foot sprain,foot,lower body,Low Severity,Week 10,2019,1,2,,
Jonathan Bullard,JB-7450,Chicago Bears,hamstring strain,hamstring,lower body,Low Severity,Week 13,2019,1,1,,
Jonathan Bullard,JB-7450,Chicago Bears,hamstring strain,hamstring,lower body,High Severity,Week 1,2019,8,8,,
Jake Butt,JB-8575,Denver Broncos,knee soreness,knee,lower body,High Severity,Preseason,2019,16,16,ACL Revision Surgery,9-12 months
James Carpenter,JC-1000,Atlanta Falcons,knee strain,knee,lower body,Low Severity,Week 7,2019,1,3,,
James Carpenter,JC-1000,Atlanta Falcons,concussion,head,upper body,High Severity,Week 13,2019,3,4,,
Josh Carraway,JC-1050,Los Angeles Rams,Achilles tendon tear,achilles,lower body,High Severity,Preseason,2019,16,16,Achilles Tendon Repair Surgery,6-9 months
Jurrell Casey,JC-1700,Tennessee Titans,shoulder sprain,shoulder,upper body,Low Severity,Week 8,2019,2,2,,
Jack Cichy,JC-2850,Tampa Bay Buccaneers,elbow dislocation,elbow,upper body,Low Severity,Week 4,2019,12,12,Elbow Surgery,3-6 months
Jadeveon Clowney,JC-3350,Houston Texans,groin strain,groin,lower body,Low Severity,Week 12,2019,0,2,,
Jadeveon Clowney,JC-3350,Houston Texans,core strain,abdomen,upper body,Low Severity,Week 15,2019,1,1,Core Muscle Surgery,2-3 months
Jadeveon Clowney,JC-3350,Houston Texans,hip strain,hip,lower body,Low Severity,Week 10,2019,1,2,,
Jadeveon Clowney,JC-3350,Houston Texans,knee sprain,knee,lower body,Low Severity,Week 10,2019,1,2,,
Jamie Collins,JC-3550,New England Patriots,shoulder sprain,shoulder,upper body,Low Severity,Week 15,2019,0,3,,
John Cominsky,JC-3850,Atlanta Falcons,ankle sprain,ankle,lower body,Low Severity,Week 8,2019,2,2,,
Jack Conklin,JC-4050,Tennessee Titans,shoulder sprain,shoulder,upper body,Low Severity,Postseason,2019,0,1,,
James Conner,JC-4075,Pittsburgh Steelers,ankle sprain,ankle,lower body,Low Severity,Week 5,2019,0,1,,
James Conner,JC-4075,Pittsburgh Steelers,knee sprain,knee,lower body,Low Severity,Week 2,2019,0,1,,
James Conner,JC-4075,Pittsburgh Steelers,quadriceps strain,quad,lower body,Low Severity,Week 6,2019,0,1,,
James Conner,JC-4075,Pittsburgh Steelers,quadriceps contusion,quad,lower body,Low Severity,Week 16,2019,1,1,,
James Conner,JC-4075,Pittsburgh Steelers,AC joint sprain,shoulder,upper body,Medium Severity,Week 8,2019,5,6,,
Jared Cook,JC-4300,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Week 6,2019,2,3,,
James Crawford,JC-5565,Miami Dolphins,knee sprain,knee,lower body,High Severity,Week 3,2019,13,13,,
Jason Croom,JC-5675,Buffalo Bills,hamstring strain,hamstring,lower body,High Severity,Preseason,2019,17,17,,
Jerome Cunningham,JC-6025,Washington Redskins,knee sprain,knee,lower body,High Severity,Week 6,2019,11,11,,
Johnathan Cyprien,JC-6400,Atlanta Falcons,foot strain,foot,lower body,High Severity,Week 5,2019,10,10,,
Joe Dahl,JD-0012,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,0,1,,
Joe Dahl,JD-0012,Detroit Lions,back strain,back,upper body,Medium Severity,Week 15,2019,3,3,,
Julie'n Davenport,JD-0350,Miami Dolphins,tibia fracture & knee hyperextension,knee,lower body,High Severity,Week 2,2019,10,10,,
Jarrad Davis,JD-0650,Detroit Lions,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,1,1,,
Jarrad Davis,JD-0650,Detroit Lions,high ankle sprain,ankle,lower body,Medium Severity,Preseason,2019,2,3,,
Jesse Davis,JD-0850,Miami Dolphins,elbow sprain,elbow,upper body,Low Severity,Week 3,2019,1,2,,
Jamel Dean,JD-1175,Tampa Bay Buccaneers,shoulder sprain,shoulder,upper body,Low Severity,Week 13,2019,0,1,,
Jamel Dean,JD-1175,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Week 2,2019,2,2,,
James Develin,JD-1650,New England Patriots,neck strain,neck,upper body,High Severity,Week 3,2019,15,15,,
Jordan Devey,JD-1750,Oakland Raiders,pectoral tear,chest,upper body,High Severity,Week 4,2019,12,12,,
Josh Doctson,JD-2350,Minnesota Vikings,hamstring strain,hamstring,lower body,High Severity,Week 1,2019,10,10,,
Jack Doyle,JD-2550,Indianapolis Colts,groin strain,groin,lower body,Low Severity,Week 8,2019,0,1,,
Jeff Driskel,JD-2850,Detroit Lions,hamstring strain,hamstring,lower body,Medium Severity,Week 13,2019,4,5,,
Julian Edelman,JE-0100,New England Patriots,AC joint separation,shoulder,upper body,Low Severity,Week 12,2019,0,6,Shoulder Repair Surgery,2-3 months
Julian Edelman,JE-0100,New England Patriots,patellar tendonosis,knee,lower body,Low Severity,Week 15,2019,0,4,,
Julian Edelman,JE-0100,New England Patriots,rib cartilage tear,rib,upper body,Low Severity,Week 3,2019,0,5,,
Justin Evans,JE-1300,Tampa Bay Buccaneers,Achilles tendon strain,achilles,lower body,High Severity,Week 1,2019,8,8,,
Jon Feliciano,JF-0950,Buffalo Bills,shoulder sprain,shoulder,upper body,High Severity,Preseason,2019,0,0,Rotator Cuff Repair Surgery,4-6 months
Jon Feliciano,JF-0950,Buffalo Bills,neck strain,neck,upper body,Low Severity,Week 3,2019,0,1,,
Joe Flacco,JF-1900,Denver Broncos,disc herniation,neck,upper body,High Severity,Week 8,2019,8,8,Neck Surgery,4-6 months
Josh Gordon,JG-2450,New England Patriots,knee sprain,knee,lower body,Medium Severity,Week 6,2019,3,3,,
Jaeden Graham,JG-2687,Atlanta Falcons,knee sprain,knee,lower body,Low Severity,Week 10,2019,0,1,,
Jimmy Graham,JG-2900,Green Bay Packers,ankle sprain,ankle,lower body,Low Severity,Week 7,2019,0,3,,
Jimmy Graham,JG-2900,Green Bay Packers,groin strain,groin,lower body,Low Severity,Week 3,2019,0,3,,
Jimmy Graham,JG-2900,Green Bay Packers,finger sprain,finger,upper body,Low Severity,Preseason,2019,0,2,,
Jimmy Graham,JG-2900,Green Bay Packers,wrist sprain,wrist,upper body,Low Severity,Week 15,2019,0,2,,
Jakeem Grant,JG-2950,Miami Dolphins,hamstring strain,hamstring,lower body,Low Severity,Week 4,2019,2,3,,
Jakeem Grant,JG-2950,Miami Dolphins,high ankle sprain,ankle,lower body,Medium Severity,Week 12,2019,5,5,,
Joe Haden,JH-0100,Pittsburgh Steelers,shoulder sprain,shoulder,upper body,Low Severity,Week 2,2019,0,1,,
